PUBLIC_RECORD_ID,FACULTY,DEGREE_PROGRAM,CURRICULUM_YEAR,GENDER,AGE,MARITAL_STATUS,ETHNICITY,DISABILITY,INSTITUTION_TYPE,NATIONALITY_COUNTRY,TRANSFER_STUDENT_FLAG,PAYMENT_PLAN,ONLINE_ADMISSION_TYPE,PAYMENT_DEFERRAL_TYPE,SCHOLARSHIP_NAME,TARGET_RISK,REGION
143,Online Undergraduate Faculty,Business Administration - Online,2020,Female,30,Domestic Partnership,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
144,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,23,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
145,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,32,Single,Indigenous,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
146,Online Undergraduate Faculty,Education Sciences (ARGOS Agreement),2020,Female,28,Single,Mestizo,No,Other,Ecuadorian,No,No,External Validation,0.0,Agreement Scholarship,1,Coastal Region
147,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Male,28,Cohabiting,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
148,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Female,42,Divorced,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
149,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,30,Single,Mestizo,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
150,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,29,Single,Mestizo,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
151,Online Undergraduate Faculty,Education Sciences (ARGOS Agreement),2020,Female,29,Single,Mestizo,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
152,Online Undergraduate Faculty,International Business - Online,2020,Female,21,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
153,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Female,29,Married,Afro-descendant,No,Other,Ecuadorian,No,No,External Validation,0.0,Institutional Scholarship,1,Coastal Region
154,Online Undergraduate Faculty,Business Administration - Online,2020,Female,29,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
155,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,30,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
156,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Male,20,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
157,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,24,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
158,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Female,33,Single,Indigenous,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
159,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,24,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
160,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,25,Single,White,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
161,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Male,29,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
162,Online Undergraduate Faculty,Business Administration - Online,2020,Female,24,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
163,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,49,Single,Mestizo,No,Other,Ecuadorian,No,Yes,Teacher Network,0.0,Agreement Scholarship,1,Coastal Region
164,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,48,Single,Mestizo,No,Other,Ecuadorian,No,Yes,Teacher Network,0.0,Agreement Scholarship,1,Coastal Region
165,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,26,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
166,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Female,24,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
167,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,29,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
168,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,23,Single,Afro-descendant,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
169,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,24,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
170,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,32,Married,Mestizo,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
171,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,25,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
172,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Female,24,Single,Mestizo,No,Other,Ecuadorian,No,No,External Validation,0.0,Agreement Scholarship,1,Coastal Region
173,Online Undergraduate Faculty,Business Administration - Online,2020,Female,23,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
174,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Female,28,Single,Indigenous,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
175,Online Undergraduate Faculty,Business Administration - Online,2020,Male,29,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
176,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,31,Divorced,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
177,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,26,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
178,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Male,25,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
179,Online Undergraduate Faculty,Communication (ARGOS Agreement),2020,Female,30,Single,Mestizo,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
180,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,29,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
181,Online Undergraduate Faculty,Education Sciences - Online,2020,Male,25,Single,Indigenous,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
182,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,24,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
183,Online Undergraduate Faculty,Education Sciences (ARGOS Agreement),2020,Female,34,Married,Mestizo,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
184,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Male,21,Single,Indigenous,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
185,Online Undergraduate Faculty,International Business - Online,2020,Female,23,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
186,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,24,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
187,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,26,Married,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
188,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,21,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
189,Online Undergraduate Faculty,International Business - Online,2020,Female,24,Single,Indigenous,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
190,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Male,30,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
191,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Female,25,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
192,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,23,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
193,Online Undergraduate Faculty,Business Administration - Online,2020,Male,22,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
194,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Female,28,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
195,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,21,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
196,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Female,22,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
197,Online Undergraduate Faculty,Business Administration - Online,2020,Male,29,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
198,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,23,Divorced,Indigenous,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
199,Online Undergraduate Faculty,Education Sciences (ARGOS Agreement),2020,Female,26,Single,Mestizo,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
200,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Male,27,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
201,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,33,Single,Mestizo,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
202,Online Undergraduate Faculty,Business Administration - Online,2020,Male,30,Single,Mestizo,No,Other,Ecuadorian,No,No,Validation Pathway,0.0,Agreement Scholarship,1,Coastal Region
203,Online Undergraduate Faculty,Business Administration - Online,2020,Male,26,Single,Mestizo,No,Other,Ecuadorian,No,No,Validation Pathway,0.0,Agreement Scholarship,1,Coastal Region
204,Online Undergraduate Faculty,Communication - Advertising Strategy Track - Online,2020,Male,40,Single,Mestizo,No,Other,Ecuadorian,No,No,Validation Pathway,0.0,Agreement Scholarship,1,Coastal Region
205,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,33,Single,Mestizo,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
206,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Male,23,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
207,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,32,Single,Mestizo,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
208,Online Undergraduate Faculty,Human Talent Management (ARGOS Agreement),2020,Male,33,Cohabiting,Mestizo,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
209,Online Undergraduate Faculty,Communication - Public Relations Track - Online,2020,Female,24,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
210,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,33,Single,Indigenous,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
211,Online Undergraduate Faculty,Business Administration - Online,2020,Female,25,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
212,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,25,Single,Mestizo,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
213,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,24,Single,Mestizo,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
214,Online Undergraduate Faculty,Education Sciences (ARGOS Agreement),2020,Female,33,Married,Mestizo,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
215,Online Undergraduate Faculty,Education Sciences - Online,2020,Male,25,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
216,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,29,Single,Indigenous,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
217,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Female,24,Single,Indigenous,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
218,Online Undergraduate Faculty,Business Administration - Online,2020,Male,30,Single,Afro-descendant,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
219,Online Undergraduate Faculty,International Business - Online,2020,Female,27,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
220,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Male,27,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
221,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,27,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
222,Online Undergraduate Faculty,Business Administration - Online,2020,Male,30,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
223,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,22,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
224,Online Undergraduate Faculty,Business Administration - Online,2020,Male,38,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
225,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Male,32,Single,Afro-descendant,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
226,Online Undergraduate Faculty,International Business - Online,2020,Male,25,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
227,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,32,Cohabiting,Mestizo,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
228,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,26,Single,Mestizo,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
229,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,24,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
230,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,24,Single,Mestizo,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
231,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,36,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
232,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,42,Single,Mestizo,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
233,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Male,27,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
234,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,26,Single,Mestizo,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
235,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,35,Single,Indigenous,No,Other,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
236,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,29,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
237,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,22,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
